Position,Const,Created,Modified,Description,Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors
472,tt0105977,2020-09-30,2020-09-30,,Cracker,https://www.imdb.com/title/tt0105977/,tvSeries,8.5,100,1993,"Crime, Drama, Mystery",7143,1993-09-27,
473,tt0106079,2020-09-30,2020-09-30,,NYPD Blue,https://www.imdb.com/title/tt0106079/,tvSeries,7.7,45,1993,"Crime, Drama, Mystery, Thriller",14556,1993-09-21,
474,tt0106014,2020-09-30,2020-09-30,,Goodnight Sweetheart,https://www.imdb.com/title/tt0106014/,tvSeries,7.4,30,1993,"Comedy, Drama, Fantasy, History, Romance, Sci-Fi",2944,1993-11-18,
475,tt0105950,2020-09-30,2020-09-30,,Beavis and Butt-Head,https://www.imdb.com/title/tt0105950/,tvSeries,7.5,15,1993,"Animation, Comedy, Music",32437,1993-03-08,
476,tt0106004,2020-09-30,2020-09-30,,Frasier,https://www.imdb.com/title/tt0106004/,tvSeries,8.2,22,1993,Comedy,86170,1993-09-16,
477,tt0106057,2020-09-30,2020-09-30,,Lois & Clark: The New Adventures of Superman,https://www.imdb.com/title/tt0106057/,tvSeries,6.7,46,1993,"Adventure, Comedy, Drama, Romance, Sci-Fi",24739,1993-09-12,
478,tt1332701,2020-09-30,2020-09-30,,Wo ai wo jia,https://www.imdb.com/title/tt1332701/,tvSeries,8.6,25,1993,"Comedy, Family",260,1993-07-01,
479,tt0105969,2020-09-30,2020-09-30,,Century Falls,https://www.imdb.com/title/tt0105969/,tvMiniSeries,7.4,25,1993,"Family, Fantasy, Thriller",92,1993-02-17,
480,tt0106145,2020-09-30,2020-09-30,,Star Trek: Deep Space Nine,https://www.imdb.com/title/tt0106145/,tvSeries,8.1,45,1993,"Action, Adventure, Drama, Sci-Fi",64490,1993-01-03,
481,tt0105946,2020-09-30,2020-09-30,,Babylon 5,https://www.imdb.com/title/tt0105946/,tvSeries,8.4,45,1993,"Action, Adventure, Drama, Sci-Fi",32255,1993-02-22,
482,tt0108906,2020-09-30,2020-09-30,,Riget,https://www.imdb.com/title/tt0108906/,tvSeries,8.2,561,1994,"Comedy, Drama, Fantasy, Horror, Mystery",19196,1994-11-24,
483,tt0108756,2020-09-30,2020-09-30,,Due South,https://www.imdb.com/title/tt0108756/,tvSeries,8.0,46,1994,"Adventure, Comedy, Crime, Drama",7086,1994-04-23,
484,tt0108693,2020-09-30,2020-09-30,,All-American Girl,https://www.imdb.com/title/tt0108693/,tvSeries,6.8,30,1994,Comedy,495,1994-09-14,
485,tt0108717,2020-09-30,2020-09-30,,Cadfael,https://www.imdb.com/title/tt0108717/,tvSeries,8.1,75,1994,"Crime, Drama, Mystery",2779,1994-05-29,
486,tt0108800,2020-09-30,2020-09-30,,Heartbreak High,https://www.imdb.com/title/tt0108800/,tvSeries,7.8,50,1994,"Drama, Romance",3318,1994-02-27,
487,tt0108829,2020-09-30,2020-09-30,,Kommissar Rex,https://www.imdb.com/title/tt0108829/,tvSeries,7.1,45,1994,"Action, Crime, Mystery",5775,1994-11-10,
488,tt0108757,2020-09-30,2020-09-30,,ER,https://www.imdb.com/title/tt0108757/,tvSeries,7.9,44,1994,"Drama, Romance",62736,1994-09-19,
489,tt0108941,2020-09-30,2020-09-30,,The Stand,https://www.imdb.com/title/tt0108941/,tvMiniSeries,7.1,361,1994,"Adventure, Drama, Fantasy, Horror, Sci-Fi",36585,1994-05-08,
490,tt0252792,2020-09-30,2020-09-30,,Tous les garçons et les filles de leur âge...,https://www.imdb.com/title/tt0252792/,tvSeries,7.7,61,1993,Drama,98,1994-10-21,
491,tt0108937,2020-09-30,2020-09-30,,Space Ghost Coast to Coast,https://www.imdb.com/title/tt0108937/,tvSeries,7.9,15,1993,"Animation, Comedy, Sci-Fi, Talk-Show",7359,1994-04-15,
492,tt0108872,2020-09-30,2020-09-30,,My So-Called Life,https://www.imdb.com/title/tt0108872/,tvSeries,8.4,60,1994,"Comedy, Drama, Romance",21070,1994-08-25,
493,tt0108778,2020-09-30,2020-09-30,,Friends,https://www.imdb.com/title/tt0108778/,tvSeries,8.9,22,1994,"Comedy, Romance",1005673,1994-09-22,
494,tt0108771,2020-09-30,2020-09-30,,The Fast Show,https://www.imdb.com/title/tt0108771/,tvSeries,8.2,30,1994,Comedy,4901,1994-09-27,
495,tt0108981,2020-09-30,2020-09-30,,The Vicar of Dibley,https://www.imdb.com/title/tt0108981/,tvSeries,8.0,60,1994,Comedy,14357,1994-11-10,
496,tt0108709,2020-09-30,2020-09-30,,Blue Heelers,https://www.imdb.com/title/tt0108709/,tvSeries,7.0,60,1994,"Action, Crime, Drama, Mystery, Romance, Thriller",1475,1994-01-18,
497,tt0108740,2020-09-30,2020-09-30,,The Day Today,https://www.imdb.com/title/tt0108740/,tvSeries,8.6,30,1994,Comedy,5352,1994-01-19,
498,tt0108761,2020-09-30,2020-09-30,,Ellen,https://www.imdb.com/title/tt0108761/,tvSeries,6.1,30,1994,"Comedy, Romance",5988,1994-03-29,
499,tt0108780,2020-09-30,2020-09-30,,Frontline,https://www.imdb.com/title/tt0108780/,tvSeries,8.7,30,1994,"Comedy, Drama",1279,1994-05-09,
500,tt0108828,2020-09-30,2020-09-30,,"Knowing Me, Knowing You with Alan Partridge",https://www.imdb.com/title/tt0108828/,tvSeries,8.2,45,1994,Comedy,6675,1994-09-16,
501,tt0115122,2020-09-30,2020-09-30,,Der Bulle von Tölz,https://www.imdb.com/title/tt0115122/,tvSeries,6.4,90,1996,"Comedy, Crime",430,1996-01-14,
502,tt0112178,2020-09-30,2020-09-30,,Star Trek: Voyager,https://www.imdb.com/title/tt0112178/,tvSeries,7.8,44,1995,"Action, Adventure, Sci-Fi",70615,1995-01-10,
503,tt0111890,2020-09-30,2020-09-30,,Band of Gold,https://www.imdb.com/title/tt0111890/,tvSeries,7.8,290,1995,"Crime, Drama",687,1995-03-12,
504,tt0111904,2020-09-30,2020-09-30,,Bugs,https://www.imdb.com/title/tt0111904/,tvSeries,6.9,50,1995,"Action, Crime, Sci-Fi",550,1995-04-01,
505,tt0112230,2020-09-30,2020-09-30,,Xena: Warrior Princess,https://www.imdb.com/title/tt0112230/,tvSeries,6.7,45,1995,"Action, Adventure, Drama, Fantasy",45920,1995-09-04,
506,tt0112167,2020-09-30,2020-09-30,,Sliders,https://www.imdb.com/title/tt0112167/,tvSeries,7.4,60,1995,"Adventure, Fantasy, Sci-Fi",19138,1995-03-22,
507,tt0112086,2020-09-30,2020-09-30,,Murder One,https://www.imdb.com/title/tt0112086/,tvSeries,8.2,60,1995,"Crime, Drama, Mystery, Thriller",2306,1995-09-19,
508,tt0111958,2020-09-30,2020-09-30,,Father Ted,https://www.imdb.com/title/tt0111958/,tvSeries,8.7,25,1995,Comedy,41195,1995-04-21,
509,tt0112004,2020-09-30,2020-09-30,,Hollyoaks,https://www.imdb.com/title/tt0112004/,tvSeries,4.6,30,1995,"Drama, Romance",4297,1995-10-23,
510,tt0111993,2020-09-30,2020-09-30,,Hamish Macbeth,https://www.imdb.com/title/tt0111993/,tvSeries,7.8,60,1995,"Comedy, Crime, Drama, Mystery",2143,1995-03-26,
511,tt0108979,2020-09-30,2020-09-30,,Verbotene Liebe,https://www.imdb.com/title/tt0108979/,tvSeries,5.2,45,1995,"Drama, Romance",659,1995-01-02,
512,tt0112130,2020-09-30,2020-09-30,,Pride and Prejudice,https://www.imdb.com/title/tt0112130/,tvMiniSeries,8.8,327,1995,"Drama, Romance",86252,1995-09-24,
513,tt0115417,2020-09-30,2020-09-30,,Water Rats,https://www.imdb.com/title/tt0115417/,tvSeries,6.9,60,1996,"Action, Crime, Drama, Mystery",1042,1996-02-12,
514,tt0115082,2020-09-30,2020-09-30,,3rd Rock from the Sun,https://www.imdb.com/title/tt0115082/,tvSeries,7.8,60,1996,"Comedy, Family, Sci-Fi",53171,1996-01-09,
515,tt0115147,2020-09-30,2020-09-30,,The Daily Show,https://www.imdb.com/title/tt0115147/,tvSeries,8.3,22,1996,"Comedy, News, Talk-Show",47452,1996-07-22,
516,tt0115105,2020-09-30,2020-09-30,,Ballykissangel,https://www.imdb.com/title/tt0115105/,tvSeries,7.5,50,1996,"Comedy, Drama",1735,1996-02-11,
517,tt0147760,2020-09-30,2020-09-30,,Dalziel and Pascoe,https://www.imdb.com/title/tt0147760/,tvSeries,7.4,120,1996,"Crime, Mystery, Drama",3024,1996-03-16,
518,tt0115305,2020-09-30,2020-09-30,,Our Friends in the North,https://www.imdb.com/title/tt0115305/,tvMiniSeries,8.6,623,1996,"Drama, History",2128,1996-01-15,
519,tt0163967,2020-09-30,2020-09-30,,Die Wochenshow,https://www.imdb.com/title/tt0163967/,tvSeries,6.7,45,1996,"Comedy, News",657,1996-04-20,
520,tt0115390,2020-09-30,2020-09-30,,This Life,https://www.imdb.com/title/tt0115390/,tvSeries,8.5,45,1996,Drama,2438,1996-03-18,
521,tt0115286,2020-09-30,2020-09-30,,Never Mind the Buzzcocks,https://www.imdb.com/title/tt0115286/,tvSeries,7.8,30,1996,"Comedy, Game-Show, Music",5854,1996-11-12,
522,tt0476082,2020-09-30,2020-09-30,,La carte aux trésors,https://www.imdb.com/title/tt0476082/,tvSeries,5.5,68,1996,Game-Show,10,1996-08-06,
523,tt1566019,2020-09-30,2020-09-30,,Pop-Up Video,https://www.imdb.com/title/tt1566019/,tvSeries,7.8,,1996,Comedy,16,1996-11-16,
524,tt0115270,2020-09-30,2020-09-30,,Millennium,https://www.imdb.com/title/tt0115270/,tvSeries,8.0,45,1996,"Crime, Drama, Horror, Mystery, Sci-Fi, Thriller",11446,1996-10-25,
525,tt0115355,2020-09-30,2020-09-30,,Silent Witness,https://www.imdb.com/title/tt0115355/,tvSeries,7.9,120,1996,"Crime, Drama, Mystery",10495,1996-02-21,
526,tt0172057,2020-09-30,2020-09-30,,Sous le soleil,https://www.imdb.com/title/tt0172057/,tvSeries,5.4,52,1996,"Drama, Romance",555,1996-03-13,
527,tt0115291,2020-09-30,2020-09-30,,The Newsroom,https://www.imdb.com/title/tt0115291/,tvSeries,8.0,22,1996,"Comedy, Drama",548,1996-10-21,
528,tt0118379,2020-09-30,2020-09-30,,Nikita,https://www.imdb.com/title/tt0118379/,tvSeries,7.4,60,1997,"Action, Crime, Drama, Romance, Thriller",10135,1997-01-13,
529,tt0118254,2020-09-30,2020-09-30,,Ally McBeal,https://www.imdb.com/title/tt0118254/,tvSeries,6.9,45,1997,"Comedy, Drama, Fantasy, Music, Romance",34281,1997-09-08,
530,tt0118480,2020-09-30,2020-09-30,,Stargate SG-1,https://www.imdb.com/title/tt0118480/,tvSeries,8.4,44,1997,"Action, Adventure, Drama, Sci-Fi",95053,1997-07-27,
531,tt0118363,2020-09-30,2020-09-30,,Jonathan Creek,https://www.imdb.com/title/tt0118363/,tvSeries,8.1,60,1997,"Comedy, Crime, Drama, Mystery",8220,1997-05-10,
532,tt0118273,2020-09-30,2020-09-30,,Brass Eye,https://www.imdb.com/title/tt0118273/,tvSeries,8.6,25,1997,Comedy,10931,1997-01-29,
533,tt0118401,2020-09-30,2020-09-30,,Midsomer Murders,https://www.imdb.com/title/tt0118401/,tvSeries,7.9,90,1997,"Crime, Drama, Mystery",34518,1997-03-23,
534,tt0118276,2020-09-30,2020-09-30,,Buffy the Vampire Slayer,https://www.imdb.com/title/tt0118276/,tvSeries,8.3,44,1997,"Action, Drama, Fantasy, Romance",149308,1997-03-10,
535,tt0280342,2020-09-30,2020-09-30,,"Un gars, une fille",https://www.imdb.com/title/tt0280342/,tvSeries,7.9,26,1997,Comedy,660,1997-05-01,
536,tt0145046,2020-09-30,2020-09-30,,Little Dieter Needs to Fly,https://www.imdb.com/title/tt0145046/,movie,8.0,80,1997,"Documentary, Biography, Drama, War",6455,1997-08-29,Werner Herzog
537,tt0118421,2020-09-30,2020-09-30,,Oz,https://www.imdb.com/title/tt0118421/,tvSeries,8.7,55,1997,"Crime, Drama, Thriller",100706,1997-07-12,
538,tt0118375,2020-09-30,2020-09-30,,King of the Hill,https://www.imdb.com/title/tt0118375/,tvSeries,7.5,30,1997,"Animation, Comedy, Drama",54021,1997-01-12,
539,tt0121955,2020-09-30,2020-09-30,,South Park,https://www.imdb.com/title/tt0121955/,tvSeries,8.7,22,1997,"Animation, Comedy",373072,1997-08-13,
540,tt0168596,2020-09-30,2020-09-30,,Cold Feet,https://www.imdb.com/title/tt0168596/,tvSeries,8.2,45,1997,"Comedy, Drama, Romance",4525,1997-03-30,
541,tt0118300,2020-09-30,2020-09-30,,Dawson's Creek,https://www.imdb.com/title/tt0118300/,tvSeries,6.8,60,1998,"Drama, Romance",42184,1998-01-20,
542,tt0163924,2020-09-30,2020-09-30,,All Saints,https://www.imdb.com/title/tt0163924/,tvSeries,7.1,60,1998,Drama,1498,1998-02-24,
543,tt0169501,2020-09-30,2020-09-30,,Ultraviolet,https://www.imdb.com/title/tt0169501/,tvMiniSeries,7.9,300,1998,"Horror, Sci-Fi, Thriller",2701,1998-09-15,
544,tt0165598,2020-09-30,2020-09-30,,That '70s Show,https://www.imdb.com/title/tt0165598/,tvSeries,8.1,22,1998,"Comedy, Drama, Romance",177159,1998-08-23,
545,tt0129686,2020-09-30,2020-09-30,,Hornblower: The Even Chance,https://www.imdb.com/title/tt0129686/,tvMovie,8.1,93,1998,"Adventure, Drama, War",5724,1998-10-07,Andrew Grieve
546,tt0137305,2020-09-30,2020-09-30,,Goodness Gracious Me,https://www.imdb.com/title/tt0137305/,tvSeries,8.3,45,1998,Comedy,1228,1998-01-12,
547,tt0161140,2020-09-30,2020-09-30,,Dinnerladies,https://www.imdb.com/title/tt0161140/,tvSeries,7.8,34,1998,Comedy,2519,1998-11-12,
548,tt0158552,2020-09-30,2020-09-30,,Charmed,https://www.imdb.com/title/tt0158552/,tvSeries,7.1,42,1998,"Drama, Fantasy, Mystery",85446,1998-10-07,
549,tt0159206,2020-09-30,2020-09-30,,Sex and the City,https://www.imdb.com/title/tt0159206/,tvSeries,7.3,30,1998,"Comedy, Drama, Romance",129089,1998-05-06,
550,tt0166064,2020-09-30,2020-09-30,,Who Wants to Be a Millionaire,https://www.imdb.com/title/tt0166064/,tvSeries,6.0,60,1998,Game-Show,2329,1998-09-04,
551,tt0168326,2020-09-30,2020-09-30,,Cupid,https://www.imdb.com/title/tt0168326/,tvSeries,7.8,60,1998,"Comedy, Fantasy, Romance",1163,1998-09-26,
552,tt0129711,2020-09-30,2020-09-30,,The Royle Family,https://www.imdb.com/title/tt0129711/,tvSeries,8.2,45,1998,Comedy,8289,1998-09-14,
553,tt0165961,2020-09-30,2020-09-30,,Sports Night,https://www.imdb.com/title/tt0165961/,tvSeries,8.3,30,1998,"Comedy, Drama, Sport",8272,1998-09-22,
554,tt0157246,2020-09-30,2020-09-30,,Will & Grace,https://www.imdb.com/title/tt0157246/,tvSeries,7.3,22,1998,"Comedy, Romance",56931,1998-09-21,
555,tt0203248,2020-09-30,2020-09-30,,Bad Girls,https://www.imdb.com/title/tt0203248/,tvSeries,7.9,90,1999,"Crime, Drama",2399,1999-06-01,
556,tt0194624,2020-09-30,2020-09-30,,Strangers with Candy,https://www.imdb.com/title/tt0194624/,tvSeries,8.1,22,1999,Comedy,6266,1999-03-11,
557,tt0215510,2020-09-30,2020-09-30,,All stars: De serie,https://www.imdb.com/title/tt0215510/,tvSeries,7.6,30,1999,"Comedy, Drama, Sport",730,1999-09-10,
558,tt0182576,2020-09-30,2020-09-30,,Family Guy,https://www.imdb.com/title/tt0182576/,tvSeries,8.2,22,1999,"Animation, Comedy",344275,1999-01-31,
559,tt0920489,2020-09-30,2020-09-30,,Il commissario Montalbano,https://www.imdb.com/title/tt0920489/,tvSeries,8.3,95,1999,"Crime, Drama, Mystery",4043,1999-05-06,
560,tt0184135,2020-09-30,2020-09-30,,The League of Gentlemen,https://www.imdb.com/title/tt0184135/,tvSeries,8.4,60,1999,"Comedy, Horror",11555,1999-01-11,
561,tt0184157,2020-09-30,2020-09-30,,Shooting the Past,https://www.imdb.com/title/tt0184157/,tvMiniSeries,8.5,182,1999,"Drama, History",1272,1999-01-10,
562,tt0162065,2020-09-30,2020-09-30,,Angel,https://www.imdb.com/title/tt0162065/,tvSeries,7.9,44,1999,"Action, Drama, Fantasy, Thriller",71627,1999-10-05,
563,tt0200276,2020-09-30,2020-09-30,,The West Wing,https://www.imdb.com/title/tt0200276/,tvSeries,8.9,44,1999,Drama,78465,1999-09-22,
564,tt0185102,2020-09-30,2020-09-30,,Queer as Folk,https://www.imdb.com/title/tt0185102/,tvSeries,8.2,48,1999,Drama,7176,1999-02-23,
565,tt0141842,2020-09-30,2020-09-30,,The Sopranos,https://www.imdb.com/title/tt0141842/,tvSeries,9.2,55,1999,"Crime, Drama",406915,1999-01-10,
566,tt0251497,2020-09-30,2020-09-30,,Big Brother,https://www.imdb.com/title/tt0251497/,tvSeries,5.5,44,2000,"Game-Show, Reality-TV",10778,2000-07-05,
567,tt0167599,2020-09-30,2020-09-30,,Gimme Gimme Gimme,https://www.imdb.com/title/tt0167599/,tvSeries,7.5,34,1999,Comedy,2922,1999-01-08,
568,tt0201391,2020-09-30,2020-09-30,,Roswell,https://www.imdb.com/title/tt0201391/,tvSeries,7.5,42,1999,"Drama, Mystery, Romance, Sci-Fi, Thriller",29678,1999-10-04,
569,tt0149460,2020-09-30,2020-09-30,,Futurama,https://www.imdb.com/title/tt0149460/,tvSeries,8.5,22,1999,"Animation, Adventure, Comedy, Sci-Fi",240989,1999-03-28,
570,tt0187636,2020-09-30,2020-09-30,,Farscape,https://www.imdb.com/title/tt0187636/,tvSeries,8.3,50,1999,"Action, Adventure, Drama, Sci-Fi",37859,1999-03-19,
571,tt0193676,2020-09-30,2020-09-30,,Freaks and Geeks,https://www.imdb.com/title/tt0193676/,tvSeries,8.8,44,1999,"Comedy, Drama",144585,1999-09-25,
572,tt0233127,2020-09-30,2020-09-30,,"Yo soy Betty, la fea",https://www.imdb.com/title/tt0233127/,tvSeries,8.3,30,1999,"Comedy, Drama, Romance",3393,1999-10-25,
573,tt0202765,2020-09-30,2020-09-30,,Terra Nostra,https://www.imdb.com/title/tt0202765/,tvSeries,6.8,60,1999,"Drama, Romance",741,1999-09-20,
574,tt0187664,2020-09-30,2020-09-30,,Spaced,https://www.imdb.com/title/tt0187664/,tvSeries,8.6,25,1999,"Action, Comedy",55295,1999-09-24,
575,tt0214382,2020-09-30,2020-09-30,,Walking with Dinosaurs,https://www.imdb.com/title/tt0214382/,tvMiniSeries,8.5,30,1999,"Documentary, Animation, History",6389,1999-10-04,
576,tt0231012,2020-09-30,2020-09-30,,At Home with the Braithwaites,https://www.imdb.com/title/tt0231012/,tvSeries,7.2,,2000,"Drama, Comedy",1311,2000-01-20,
577,tt0257315,2020-09-30,2020-09-30,,My Family,https://www.imdb.com/title/tt0257315/,tvSeries,7.5,50,2000,Comedy,9864,2000-09-19,
578,tt0224853,2020-09-30,2020-09-30,,The Corner,https://www.imdb.com/title/tt0224853/,tvMiniSeries,8.6,376,2000,"Crime, Drama",5165,2000-04-16,
579,tt0239195,2020-09-30,2020-09-30,,Survivor,https://www.imdb.com/title/tt0239195/,tvSeries,7.5,60,2000,"Adventure, Game-Show, Reality-TV",25506,2000-05-31,
580,tt0247082,2020-09-30,2020-09-30,,CSI: Crime Scene Investigation,https://www.imdb.com/title/tt0247082/,tvSeries,7.7,60,2000,"Crime, Drama, Mystery, Thriller",84870,2000-10-06,
581,tt0243183,2020-09-30,2020-09-30,,Clocking Off,https://www.imdb.com/title/tt0243183/,tvSeries,7.7,55,2000,Drama,476,2000-01-23,
582,tt0262150,2020-09-30,2020-09-30,,Black Books,https://www.imdb.com/title/tt0262150/,tvSeries,8.5,25,2000,Comedy,59606,2000-09-29,
583,tt0262985,2020-09-30,2020-09-30,,Queer as Folk,https://www.imdb.com/title/tt0262985/,tvSeries,8.5,47,1999,"Drama, Romance",21265,1999-02-23,
584,tt0259733,2020-09-30,2020-09-30,,Waking the Dead,https://www.imdb.com/title/tt0259733/,tvSeries,7.9,100,2000,"Crime, Drama, Mystery",5932,2000-09-04,
585,tt0264263,2020-09-30,2020-09-30,,Jackass,https://www.imdb.com/title/tt0264263/,tvSeries,7.3,535,2000,"Action, Comedy, Reality-TV",26209,2000-10-01,
586,tt0212671,2020-09-30,2020-09-30,,Malcolm in the Middle,https://www.imdb.com/title/tt0212671/,tvSeries,8.1,22,2000,"Comedy, Family",133511,2000-01-09,
587,tt0220261,2020-09-30,2020-09-30,,Rejseholdet,https://www.imdb.com/title/tt0220261/,tvSeries,8.1,75,2000,"Action, Crime, Drama, Mystery, Thriller",3767,2000-10-01,
588,tt0237123,2020-09-30,2020-09-30,,Coupling,https://www.imdb.com/title/tt0237123/,tvSeries,8.6,30,2000,"Comedy, Romance",46099,2000-05-12,
589,tt0238784,2020-09-30,2020-09-30,,Gilmore Girls,https://www.imdb.com/title/tt0238784/,tvSeries,8.2,44,2000,"Comedy, Drama",130474,2000-10-05,
590,tt0264235,2020-09-30,2020-09-30,,Curb Your Enthusiasm,https://www.imdb.com/title/tt0264235/,tvSeries,8.8,28,2000,Comedy,130978,2000-10-14,
591,tt0285333,2020-09-30,2020-09-30,,Alias,https://www.imdb.com/title/tt0285333/,tvSeries,7.6,42,2001,"Action, Drama, Mystery, Sci-Fi, Thriller",51698,2001-09-30,
592,tt0281447,2020-09-30,2020-09-30,,A Grande Família,https://www.imdb.com/title/tt0281447/,tvSeries,7.7,30,2001,Comedy,1390,2001-03-29,
593,tt0285335,2020-09-30,2020-09-30,,The Amazing Race,https://www.imdb.com/title/tt0285335/,tvSeries,7.8,60,2001,"Adventure, Family, Game-Show, Reality-TV",14850,2001-09-05,
594,tt0285331,2020-09-30,2020-09-30,,24,https://www.imdb.com/title/tt0285331/,tvSeries,8.4,44,2001,"Action, Crime, Drama, Thriller",188378,2001-11-06,
595,tt0279600,2020-09-30,2020-09-30,,Smallville,https://www.imdb.com/title/tt0279600/,tvSeries,7.5,60,2001,"Action, Adventure, Drama, Sci-Fi",130153,2001-05-16,
596,tt0295071,2020-09-30,2020-09-30,,Bob & Rose,https://www.imdb.com/title/tt0295071/,tvSeries,7.8,47,2001,"Comedy, Drama, Romance",512,2001-09-10,
597,tt0296310,2020-09-30,2020-09-30,,The Blue Planet,https://www.imdb.com/title/tt0296310/,tvMiniSeries,9.0,389,2001,Documentary,40228,2001-09-12,
598,tt0185906,2020-09-30,2020-09-30,,Band of Brothers,https://www.imdb.com/title/tt0185906/,tvMiniSeries,9.4,594,2001,"Drama, History, War",473260,2001-09-09,
599,tt0292414,2020-09-30,2020-09-30,,McLeod's Daughters,https://www.imdb.com/title/tt0292414/,tvSeries,7.3,45,2001,"Drama, Romance",6221,2001-08-08,
600,tt0256019,2020-09-30,2020-09-30,,Perfect Strangers,https://www.imdb.com/title/tt0256019/,tvMiniSeries,8.0,238,2001,"Comedy, Drama",1438,2001-05-10,
601,tt0285403,2020-09-30,2020-09-30,,Scrubs,https://www.imdb.com/title/tt0285403/,tvSeries,8.4,22,2001,"Comedy, Drama",258654,2001-10-01,
697,tt0463398,2020-09-30,2020-09-30,,Smash,https://www.imdb.com/title/tt0463398/,tvSeries,4.8,60,2005,"Family, Game-Show, Music, Reality-TV",10102,2005-06-01,
602,tt0248654,2020-09-30,2020-09-30,,Six Feet Under,https://www.imdb.com/title/tt0248654/,tvSeries,8.7,60,2001,"Comedy, Drama",136764,2001-06-03,
603,tt0296318,2020-09-30,2020-09-30,,Caméra café,https://www.imdb.com/title/tt0296318/,tvSeries,6.6,7,2001,Comedy,906,2001-09-29,
604,tt0280330,2020-09-30,2020-09-30,,Teachers,https://www.imdb.com/title/tt0280330/,tvSeries,7.8,50,2001,"Comedy, Drama",3667,2001-03-21,
605,tt0231048,2020-09-30,2020-09-30,,That Peter Kay Thing,https://www.imdb.com/title/tt0231048/,tvMiniSeries,7.6,30,2000,Comedy,1692,2000-01-12,
606,tt0289825,2020-09-30,2020-09-30,,The Secret Life of Us,https://www.imdb.com/title/tt0289825/,tvSeries,7.6,60,2001,Drama,1368,2001-07-16,
607,tt0290978,2020-09-30,2020-09-30,,The Office,https://www.imdb.com/title/tt0290978/,tvSeries,8.5,30,2001,"Comedy, Drama",114925,2001-07-09,
608,tt0303461,2020-09-30,2020-09-30,,Firefly,https://www.imdb.com/title/tt0303461/,tvSeries,9.0,44,2002,"Adventure, Drama, Sci-Fi",267877,2002-09-20,
609,tt0302103,2020-09-30,2020-09-30,,Footballers' Wives,https://www.imdb.com/title/tt0302103/,tvSeries,6.4,49,2002,"Drama, Sport",1741,2002-01-08,
610,tt0312097,2020-09-30,2020-09-30,,"Berlin, Berlin",https://www.imdb.com/title/tt0312097/,tvSeries,7.3,25,2002,"Comedy, Drama, Romance",811,2002-03-05,
611,tt0337792,2020-09-30,2020-09-30,,Wire in the Blood,https://www.imdb.com/title/tt0337792/,tvSeries,8.3,69,2002,"Crime, Drama, Mystery, Thriller",8619,2002-07-12,
612,tt0310455,2020-09-30,2020-09-30,,Foyle's War,https://www.imdb.com/title/tt0310455/,tvSeries,8.6,90,2002,"Crime, Drama, Mystery, War",16087,2002-10-27,
613,tt0286486,2020-09-30,2020-09-30,,The Shield,https://www.imdb.com/title/tt0286486/,tvSeries,8.7,47,2002,"Crime, Drama, Thriller",82042,2002-03-12,
614,tt0324264,2020-09-30,2020-09-30,,Tipping the Velvet,https://www.imdb.com/title/tt0324264/,tvMiniSeries,7.7,177,2002,"Drama, Romance",8245,2002-10-09,
615,tt0395057,2020-09-30,2020-09-30,,Gyeoul yeonga,https://www.imdb.com/title/tt0395057/,tvSeries,8.0,60,2002,Romance,1167,2002-01-14,
616,tt0312172,2020-09-30,2020-09-30,,Monk,https://www.imdb.com/title/tt0312172/,tvSeries,8.0,44,2002,"Comedy, Crime, Drama, Mystery",76844,2002-07-12,
617,tt0306414,2020-09-30,2020-09-30,,The Wire,https://www.imdb.com/title/tt0306414/,tvSeries,9.3,59,2002,"Crime, Drama, Thriller",343748,2002-06-02,
618,tt0321021,2020-09-30,2020-09-30,,Without a Trace,https://www.imdb.com/title/tt0321021/,tvSeries,7.0,60,2002,"Crime, Drama, Mystery, Thriller",20548,2002-06-18,
619,tt0364801,2020-09-30,2020-09-30,,Cidade dos Homens,https://www.imdb.com/title/tt0364801/,tvSeries,8.2,30,2002,"Comedy, Crime, Drama",2900,2002-10-15,
620,tt0374460,2020-09-30,2020-09-30,,Takeshi's Castle,https://www.imdb.com/title/tt0374460/,tvSeries,8.2,,2002,"Action, Adventure, Comedy, Family, Game-Show",1852,2002-11-09,
621,tt0338616,2020-09-30,2020-09-30,,"I'm a Celebrity, Get Me Out of Here!",https://www.imdb.com/title/tt0338616/,tvSeries,5.7,60,2002,"Adventure, Comedy, Game-Show, Reality-TV",3325,2002-08-25,
622,tt0313038,2020-09-30,2020-09-30,,The Bachelor,https://www.imdb.com/title/tt0313038/,tvSeries,3.2,60,2002,"Drama, Game-Show, Reality-TV, Romance",7222,2002-03-25,
623,tt0358323,2020-09-30,2020-09-30,,Look Around You,https://www.imdb.com/title/tt0358323/,tvSeries,8.4,30,2002,Comedy,2806,2002-10-10,
624,tt0306370,2020-09-30,2020-09-30,,The Osbournes,https://www.imdb.com/title/tt0306370/,tvSeries,5.6,22,2002,"Comedy, Music, Reality-TV",3701,2002-03-05,
625,tt0160904,2020-09-30,2020-09-30,,Spooks,https://www.imdb.com/title/tt0160904/,tvSeries,8.3,60,2002,"Action, Crime, Drama, Mystery, Thriller",16881,2002-05-13,
626,tt0272397,2020-09-30,2020-09-30,,Kath & Kim,https://www.imdb.com/title/tt0272397/,tvSeries,8.4,26,2002,Comedy,4545,2002-05-16,
